time,Think_1,Think_2,Think_3,Think_4,Think_5,Hungry_1,Hungry_2,Hungry_3,Hungry_4,Hungry_5,Eat_1,Eat_2,Eat_3,Eat_4,Eat_5,Fork_1,Fork_2,Fork_3,Fork_4,Fork_5,Arbiter
4.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
4.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
5.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
5.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
5.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
5.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
5.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
6.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
6.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
6.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
6.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
6.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
7.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
7.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
7.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
7.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
7.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
8.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
8.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
8.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
8.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
8.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
9.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
9.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
9.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
9.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
9.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
10.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
10.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
10.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
10.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
10.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
11.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
11.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
11.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
11.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
11.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
12.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
12.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
12.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
12.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
12.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
13.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
13.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
13.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
13.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
13.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
14.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
14.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
14.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
14.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
14.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
15.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
15.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
15.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
15.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
15.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
16.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
16.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
16.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
16.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
16.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
17.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
17.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
17.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
17.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
17.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
18.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
18.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
18.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
18.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
18.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
19.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
19.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
19.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
19.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
19.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
20.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
20.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
20.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
20.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
20.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
21.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
21.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
21.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
21.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
21.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
22.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
22.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
22.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
22.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
22.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
23.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
23.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
23.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
23.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
23.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
24.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
24.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
24.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
24.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
24.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
25.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
25.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
25.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
25.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
25.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
26.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
26.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
26.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
26.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
26.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
27.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
27.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
27.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
27.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
27.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
28.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
28.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
28.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
28.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
28.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
29.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
29.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
29.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
29.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
29.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
30.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
30.2,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
30.4,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
30.6,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
30.8,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
31.0,0.92,0.92,0.92,0.92,0.92,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.92,0.92,0.92,3.6
